date,week,state,region,plan,ticket_brl,mau_active,new_subs,churn_new,churn_legacy,net_adds,revenue_brl
2023-08-14,33,RS,Sul,Telecine,29.9,13424,64,4,76,-16,92696.91
2023-08-14,33,RS,Sul,Premiere,24.9,10080,67,8,59,0,57965.82
2023-08-14,33,BA,Nordeste,Familia,49.9,34555,213,23,195,-5,398220.44
2023-08-14,33,BA,Nordeste,HBO,34.9,21598,120,8,114,-2,174080.88
2023-08-14,33,BA,Nordeste,Telecine,29.9,17268,89,6,95,-12,119240.92
2023-08-14,33,BA,Nordeste,Premiere,24.9,12956,83,12,75,-4,74504.48
2023-08-14,33,CE,Nordeste,Familia,49.9,21596,128,14,118,-4,248877.69
2023-08-14,33,CE,Nordeste,HBO,34.9,13495,76,6,75,-5,108770.32
2023-08-14,33,CE,Nordeste,Telecine,29.9,10797,64,3,64,-3,74556.65
2023-08-14,33,CE,Nordeste,Premiere,24.9,8099,52,6,47,-1,46573.93
2023-08-14,33,PE,Nordeste,Familia,49.9,23020,127,15,132,-20,265288.22
2023-08-14,33,PE,Nordeste,HBO,34.9,14385,81,6,90,-15,115943.76
2023-08-14,33,PE,Nordeste,Telecine,29.9,11517,72,5,70,-3,79528.48
2023-08-14,33,PE,Nordeste,Premiere,24.9,8641,57,7,49,1,49690.74
2023-08-14,33,MA,Nordeste,Familia,49.9,16290,78,8,100,-30,187730.02
2023-08-14,33,MA,Nordeste,HBO,34.9,10190,56,3,63,-10,82131.87
2023-08-14,33,MA,Nordeste,Telecine,29.9,8158,49,3,48,-2,56333.53
2023-08-14,33,MA,Nordeste,Premiere,24.9,6121,39,6,32,1,35199.28
2023-08-14,33,PB,Nordeste,Familia,49.9,9594,52,5,53,-6,110563.65
2023-08-14,33,PB,Nordeste,HBO,34.9,5998,33,2,33,-2,48344.16
2023-08-14,33,PB,Nordeste,Telecine,29.9,4800,26,1,25,0,33145.5
2023-08-14,33,PB,Nordeste,Premiere,24.9,3599,24,3,22,-1,20696.33
2023-08-14,33,RN,Nordeste,Familia,49.9,8634,45,4,47,-6,99500.37
2023-08-14,33,RN,Nordeste,HBO,34.9,5394,28,2,32,-6,43475.89
2023-08-14,33,RN,Nordeste,Telecine,29.9,4318,25,1,26,-2,29817.14
2023-08-14,33,RN,Nordeste,Premiere,24.9,3238,18,2,18,-2,18620.37
2023-08-14,33,AL,Nordeste,Familia,49.9,7681,48,4,43,1,88517.76
2023-08-14,33,AL,Nordeste,HBO,34.9,4795,24,2,27,-5,38647.92
2023-08-14,33,AL,Nordeste,Telecine,29.9,3836,18,1,21,-4,26488.78
2023-08-14,33,AL,Nordeste,Premiere,24.9,2882,20,2,16,2,16573.16
2023-08-14,33,SE,Nordeste,Familia,49.9,5277,28,2,29,-3,60813.46
2023-08-14,33,SE,Nordeste,HBO,34.9,3300,19,1,18,0,26598.15
2023-08-14,33,SE,Nordeste,Telecine,29.9,2638,14,0,16,-2,18216.21
2023-08-14,33,SE,Nordeste,Premiere,24.9,1979,11,1,11,-1,11380.39
2023-08-14,33,PI,Nordeste,Familia,49.9,7672,39,4,43,-8,88414.04
2023-08-14,33,PI,Nordeste,HBO,34.9,4801,28,2,25,1,38696.28
2023-08-14,33,PI,Nordeste,Telecine,29.9,3840,24,1,23,0,26516.4
2023-08-14,33,PI,Nordeste,Premiere,24.9,2881,20,2,17,1,16567.41
2023-08-14,33,GO,Centro-Oeste,Familia,49.9,15828,92,10,94,-12,182405.82
2023-08-14,33,GO,Centro-Oeste,HBO,34.9,9898,60,5,57,-2,79778.34
2023-08-14,33,GO,Centro-Oeste,Telecine,29.9,7913,43,3,47,-7,54641.73
2023-08-14,33,GO,Centro-Oeste,Premiere,24.9,5940,38,5,33,0,34158.43
2023-08-14,33,MT,Centro-Oeste,Familia,49.9,8155,51,5,51,-5,93980.25
2023-08-14,33,MT,Centro-Oeste,HBO,34.9,5098,30,2,30,-2,41090.12
2023-08-14,33,MT,Centro-Oeste,Telecine,29.9,4078,23,1,24,-2,28159.86
2023-08-14,33,MT,Centro-Oeste,Premiere,24.9,3060,21,3,18,0,17596.77
2023-08-14,33,MS,Centro-Oeste,Familia,49.9,6240,41,3,38,0,71911.32
2023-08-14,33,MS,Centro-Oeste,HBO,34.9,3896,19,1,22,-4,31401.94
2023-08-14,33,MS,Centro-Oeste,Telecine,29.9,3118,16,1,17,-2,21530.76
2023-08-14,33,MS,Centro-Oeste,Premiere,24.9,2340,15,1,14,0,13456.35
2023-08-14,33,DF,Centro-Oeste,Familia,49.9,6716,37,3,38,-4,77396.86
2023-08-14,33,DF,Centro-Oeste,HBO,34.9,4200,23,1,22,0,33852.19
2023-08-14,33,DF,Centro-Oeste,Telecine,29.9,3356,18,1,21,-4,23174.23
2023-08-14,33,DF,Centro-Oeste,Premiere,24.9,2522,17,2,13,2,14502.96
2023-08-14,33,AM,Norte,Familia,49.9,9593,56,6,57,-7,110552.12
2023-08-14,33,AM,Norte,HBO,34.9,6004,37,2,31,4,48392.52
2023-08-14,33,AM,Norte,Telecine,29.9,4799,29,2,28,-1,33138.59
2023-08-14,33,AM,Norte,Premiere,24.9,3602,24,3,19,2,20713.58
2023-08-14,33,PA,Norte,Familia,49.9,20137,113,13,123,-23,232063.81
2023-08-14,33,PA,Norte,HBO,34.9,12585,64,4,75,-15,101435.68
2023-08-14,33,PA,Norte,Telecine,29.9,10072,57,3,62,-8,69550.3
2023-08-14,33,PA,Norte,Premiere,24.9,7566,53,7,40,6,43508.87
2023-08-14,33,RO,Norte,Familia,49.9,3838,20,1,21,-2,44230.07
2023-08-14,33,RO,Norte,HBO,34.9,2398,13,0,15,-2,19327.99
2023-08-14,33,RO,Norte,Telecine,29.9,1920,11,0,11,0,13258.2
2023-08-14,33,RO,Norte,Premiere,24.9,1441,9,1,7,1,8286.58
2023-08-14,33,AC,Norte,Familia,49.9,1919,10,1,10,-1,22115.03
2023-08-14,33,AC,Norte,HBO,34.9,1200,6,0,6,0,9672.06
2023-08-14,33,AC,Norte,Telecine,29.9,961,6,0,5,1,6636.0
2023-08-14,33,AC,Norte,Premiere,24.9,720,4,0,4,0,4140.42
2023-08-14,33,RR,Norte,Familia,49.9,1440,8,0,8,0,16594.92
2023-08-14,33,RR,Norte,HBO,34.9,899,4,0,5,-1,7245.98
2023-08-14,33,RR,Norte,Telecine,29.9,719,3,0,4,-1,4964.92
2023-08-14,33,RR,Norte,Premiere,24.9,540,3,0,3,0,3105.31
2023-08-14,33,AP,Norte,Familia,49.9,1919,10,0,11,-1,22115.03
2023-08-14,33,AP,Norte,HBO,34.9,1201,7,0,6,1,9680.12
2023-08-14,33,AP,Norte,Telecine,29.9,959,4,0,5,-1,6622.19
2023-08-14,33,AP,Norte,Premiere,24.9,720,4,0,4,0,4140.42
2023-08-14,33,TO,Norte,Familia,49.9,3356,17,1,20,-4,38675.38
2023-08-14,33,TO,Norte,HBO,34.9,2099,11,0,12,-1,16918.04
2023-08-14,33,TO,Norte,Telecine,29.9,1682,10,0,8,2,11614.73
2023-08-14,33,TO,Norte,Premiere,24.9,1260,7,0,7,0,7245.73
2023-08-21,34,SP,Sudeste,Familia,49.9,104643,644,71,570,3,1205932.03
2023-08-21,34,SP,Sudeste,HBO,34.9,65348,328,23,357,-52,526707.9
2023-08-21,34,SP,Sudeste,Telecine,29.9,52257,256,20,299,-63,360850.88
2023-08-21,34,SP,Sudeste,Premiere,24.9,39231,258,31,236,-9,225600.9
2023-08-21,34,RJ,Sudeste,Familia,49.9,39351,246,25,230,-9,453490.74
2023-08-21,34,RJ,Sudeste,HBO,34.9,24561,125,10,154,-39,197962.79
2023-08-21,34,RJ,Sudeste,Telecine,29.9,19655,105,7,123,-25,135723.9
2023-08-21,34,RJ,Sudeste,Premiere,24.9,14757,88,13,78,-3,84861.27
2023-08-21,34,MG,Sudeste,Familia,49.9,48940,280,27,273,-20,563996.77
2023-08-21,34,MG,Sudeste,HBO,34.9,30566,159,11,181,-33,246363.37
2023-08-21,34,MG,Sudeste,Telecine,29.9,24493,155,12,130,13,169131.8
2023-08-21,34,MG,Sudeste,Premiere,24.9,18346,106,15,104,-13,105500.09
2023-08-21,34,ES,Sudeste,Familia,49.9,9112,50,4,54,-8,105008.96
2023-08-21,34,ES,Sudeste,HBO,34.9,5696,29,2,31,-4,45910.02
2023-08-21,34,ES,Sudeste,Telecine,29.9,4564,31,2,25,4,31515.84
2023-08-21,34,ES,Sudeste,Premiere,24.9,3420,22,2,20,0,19666.97
2023-08-21,34,PR,Sul,Familia,49.9,26854,142,14,154,-26,309472.19
2023-08-21,34,PR,Sul,HBO,34.9,16793,101,7,101,-7,135352.36
2023-08-21,34,PR,Sul,Telecine,29.9,13446,86,6,74,6,92848.82
2023-08-21,34,PR,Sul,Premiere,24.9,10086,72,9,57,6,58000.32
2023-08-21,34,SC,Sul,Familia,49.9,17277,95,8,90,-3,199104.46
2023-08-21,34,SC,Sul,HBO,34.9,10802,63,4,57,2,87064.62
2023-08-21,34,SC,Sul,Telecine,29.9,8643,54,4,47,3,59682.61
2023-08-21,34,SC,Sul,Premiere,24.9,6480,42,5,37,0,37263.74
2023-08-21,34,RS,Sul,Familia,49.9,26865,159,19,155,-15,309598.96
2023-08-21,34,RS,Sul,HBO,34.9,16802,99,8,89,2,135424.9
2023-08-21,34,RS,Sul,Telecine,29.9,13424,67,4,79,-16,92696.91
2023-08-21,34,RS,Sul,Premiere,24.9,10088,68,8,52,8,58011.82
2023-08-21,34,BA,Nordeste,Familia,49.9,34531,185,23,191,-29,397943.86
2023-08-21,34,BA,Nordeste,HBO,34.9,21583,116,8,125,-17,173959.98
2023-08-21,34,BA,Nordeste,Telecine,29.9,17276,102,6,100,-4,119296.17
2023-08-21,34,BA,Nordeste,Premiere,24.9,12959,90,13,78,-1,74521.73
2023-08-21,34,CE,Nordeste,Familia,49.9,21589,131,16,126,-11,248797.02
2023-08-21,34,CE,Nordeste,HBO,34.9,13493,79,6,80,-7,108754.2
2023-08-21,34,CE,Nordeste,Telecine,29.9,10801,67,4,62,1,74584.27
2023-08-21,34,CE,Nordeste,Premiere,24.9,8102,53,6,45,2,46591.18
2023-08-21,34,PE,Nordeste,Familia,49.9,23007,126,13,146,-33,265138.41
2023-08-21,34,PE,Nordeste,HBO,34.9,14393,75,6,76,-7,116008.24
2023-08-21,34,PE,Nordeste,Telecine,29.9,11513,63,4,66,-7,79500.85
2023-08-21,34,PE,Nordeste,Premiere,24.9,8641,55,7,47,1,49690.74
2023-08-21,34,MA,Nordeste,Familia,49.9,16300,87,10,97,-20,187845.27
2023-08-21,34,MA,Nordeste,HBO,34.9,10197,63,4,62,-3,82188.29
2023-08-21,34,MA,Nordeste,Telecine,29.9,8151,44,2,51,-9,56285.2
2023-08-21,34,MA,Nordeste,Premiere,24.9,6125,42,5,32,5,35222.29
2023-08-21,34,PB,Nordeste,Familia,49.9,9594,61,7,60,-6,110563.65
2023-08-21,34,PB,Nordeste,HBO,34.9,6000,33,2,31,0,48360.28
2023-08-21,34,PB,Nordeste,Telecine,29.9,4804,30,1,25,4,33173.12
2023-08-21,34,PB,Nordeste,Premiere,24.9,3601,24,2,21,1,20707.83
2023-08-21,34,RN,Nordeste,Familia,49.9,8639,50,6,45,-1,99557.99
2023-08-21,34,RN,Nordeste,HBO,34.9,5397,32,2,33,-3,43500.07
2023-08-21,34,RN,Nordeste,Telecine,29.9,4318,25,1,26,-2,29817.14
2023-08-21,34,RN,Nordeste,Premiere,24.9,3241,20,2,17,1,18637.62
2023-08-21,34,AL,Nordeste,Familia,49.9,7666,36,4,46,-14,88344.9
2023-08-21,34,AL,Nordeste,HBO,34.9,4801,28,2,25,1,38696.28
2023-08-21,34,AL,Nordeste,Telecine,29.9,3840,21,1,20,0,26516.4
2023-08-21,34,AL,Nordeste,Premiere,24.9,2880,19,2,17,0,16561.66
2023-08-21,34,SE,Nordeste,Familia,49.9,5276,30,3,31,-4,60801.94
2023-08-21,34,SE,Nordeste,HBO,34.9,3298,19,1,20,-2,26582.03
2023-08-21,34,SE,Nordeste,Telecine,29.9,2637,14,1,16,-3,18209.31
2023-08-21,34,SE,Nordeste,Premiere,24.9,1983,14,1,10,3,11403.39
2023-08-21,34,PI,Nordeste,Familia,49.9,7675,41,4,42,-5,88448.61
2023-08-21,34,PI,Nordeste,HBO,34.9,4799,28,2,27,-1,38680.16
2023-08-21,34,PI,Nordeste,Telecine,29.9,3838,21,1,22,-2,26502.59
2023-08-21,34,PI,Nordeste,Premiere,24.9,2882,19,2,15,2,16573.16
2023-08-21,34,GO,Centro-Oeste,Familia,49.9,15817,85,8,100,-23,182279.05
2023-08-21,34,GO,Centro-Oeste,HBO,34.9,9898,58,4,56,-2,79778.34
2023-08-21,34,GO,Centro-Oeste,Telecine,29.9,7921,49,3,45,1,54696.97
2023-08-21,34,GO,Centro-Oeste,Premiere,24.9,5946,41,5,30,6,34192.93
2023-08-21,34,MT,Centro-Oeste,Familia,49.9,8152,47,4,51,-8,93945.68
2023-08-21,34,MT,Centro-Oeste,HBO,34.9,5096,30,2,32,-4,41074.0
2023-08-21,34,MT,Centro-Oeste,Telecine,29.9,4081,24,1,22,1,28180.58
2023-08-21,34,MT,Centro-Oeste,Premiere,24.9,3058,19,2,19,-2,17585.27
2023-08-21,34,MS,Centro-Oeste,Familia,49.9,6242,37,3,32,2,71934.36
2023-08-21,34,MS,Centro-Oeste,HBO,34.9,3899,21,1,21,-1,31426.12
2023-08-21,34,MS,Centro-Oeste,Telecine,29.9,3121,18,1,16,1,21551.48
2023-08-21,34,MS,Centro-Oeste,Premiere,24.9,2343,17,2,12,3,13473.6
2023-08-21,34,DF,Centro-Oeste,Familia,49.9,6716,37,3,38,-4,77396.86
2023-08-21,34,DF,Centro-Oeste,HBO,34.9,4203,26,1,22,3,33876.37
2023-08-21,34,DF,Centro-Oeste,Telecine,29.9,3359,20,1,20,-1,23194.94
2023-08-21,34,DF,Centro-Oeste,Premiere,24.9,2521,16,2,13,1,14497.21
2023-08-21,34,AM,Norte,Familia,49.9,9604,62,7,51,4,110678.89
2023-08-21,34,AM,Norte,HBO,34.9,5998,35,2,35,-2,48344.16
2023-08-21,34,AM,Norte,Telecine,29.9,4796,28,2,30,-4,33117.88
2023-08-21,34,AM,Norte,Premiere,24.9,3599,24,3,22,-1,20696.33
2023-08-21,34,PA,Norte,Familia,49.9,20140,106,11,115,-20,232098.38
2023-08-21,34,PA,Norte,HBO,34.9,12596,68,6,66,-4,101524.34
2023-08-21,34,PA,Norte,Telecine,29.9,10082,61,3,56,2,69619.35
2023-08-21,34,PA,Norte,Premiere,24.9,7556,46,6,44,-4,43451.36
2023-08-21,34,RO,Norte,Familia,49.9,3836,22,2,24,-4,44207.02
2023-08-21,34,RO,Norte,HBO,34.9,2399,13,1,13,-1,19336.05
2023-08-21,34,RO,Norte,Telecine,29.9,1919,10,0,11,-1,13251.29
2023-08-21,34,RO,Norte,Premiere,24.9,1441,9,1,7,1,8286.58
2023-08-21,34,AC,Norte,Familia,49.9,1919,10,1,10,-1,22115.03
2023-08-21,34,AC,Norte,HBO,34.9,1201,7,0,6,1,9680.12
2023-08-21,34,AC,Norte,Telecine,29.9,959,5,0,6,-1,6622.19
2023-08-21,34,AC,Norte,Premiere,24.9,720,4,0,4,0,4140.42
2023-08-21,34,RR,Norte,Familia,49.9,1439,8,1,8,-1,16583.39
2023-08-21,34,RR,Norte,HBO,34.9,900,5,0,5,0,7254.04
2023-08-21,34,RR,Norte,Telecine,29.9,720,4,0,4,0,4971.82
2023-08-21,34,RR,Norte,Premiere,24.9,541,3,0,2,1,3111.06
2023-08-21,34,AP,Norte,Familia,49.9,1919,12,1,12,-1,22115.03
2023-08-21,34,AP,Norte,HBO,34.9,1199,5,0,6,-1,9664.0
2023-08-21,34,AP,Norte,Telecine,29.9,960,5,0,5,0,6629.1
2023-08-21,34,AP,Norte,Premiere,24.9,721,5,0,4,1,4146.17
2023-08-21,34,TO,Norte,Familia,49.9,3358,19,2,19,-2,38698.43
2023-08-21,34,TO,Norte,HBO,34.9,2101,13,0,12,1,16934.16
2023-08-21,34,TO,Norte,Telecine,29.9,1679,8,0,9,-1,11594.02
2023-08-21,34,TO,Norte,Premiere,24.9,1260,8,1,7,0,7245.73
2023-08-28,35,SP,Sudeste,Familia,49.9,104524,611,65,662,-116,1204560.65
2023-08-28,35,SP,Sudeste,HBO,34.9,65370,360,26,364,-30,526885.22
2023-08-28,35,SP,Sudeste,Telecine,29.9,52289,308,22,317,-31,361071.85
2023-08-28,35,SP,Sudeste,Premiere,24.9,39237,259,39,223,-3,225635.4
2023-08-28,35,RJ,Sudeste,Familia,49.9,39361,255,24,230,1,453605.98
2023-08-28,35,RJ,Sudeste,HBO,34.9,24608,161,14,139,8,198341.62
2023-08-28,35,RJ,Sudeste,Telecine,29.9,19669,121,8,124,-11,135820.58
2023-08-28,35,RJ,Sudeste,Premiere,24.9,14758,94,13,83,-2,84867.02
2023-08-28,35,MG,Sudeste,Familia,49.9,48921,298,29,308,-39,563777.81
2023-08-28,35,MG,Sudeste,HBO,34.9,30596,188,13,178,-3,246605.17
2023-08-28,35,MG,Sudeste,Telecine,29.9,24461,137,8,148,-19,168910.83
2023-08-28,35,MG,Sudeste,Premiere,24.9,18380,136,16,99,21,105695.61
2023-08-28,35,ES,Sudeste,Familia,49.9,9122,57,5,50,2,105124.2
2023-08-28,35,ES,Sudeste,HBO,34.9,5700,35,2,33,0,45942.26
2023-08-28,35,ES,Sudeste,Telecine,29.9,4565,30,1,24,5,31522.75
2023-08-28,35,ES,Sudeste,Premiere,24.9,3417,20,2,21,-3,19649.72
2023-08-28,35,PR,Sul,Familia,49.9,26861,159,18,160,-19,309552.86
2023-08-28,35,PR,Sul,HBO,34.9,16775,84,7,102,-25,135207.27
2023-08-28,35,PR,Sul,Telecine,29.9,13427,73,4,82,-13,92717.62
2023-08-28,35,PR,Sul,Premiere,24.9,10080,62,8,54,0,57965.82
2023-08-28,35,SC,Sul,Familia,49.9,17272,106,10,104,-8,199046.84
2023-08-28,35,SC,Sul,HBO,34.9,10803,65,5,57,3,87072.68
2023-08-28,35,SC,Sul,Telecine,29.9,8632,47,3,52,-8,59606.65
2023-08-28,35,SC,Sul,Premiere,24.9,6482,44,5,37,2,37275.24
2023-08-28,35,RS,Sul,Familia,49.9,26855,162,18,169,-25,309483.72
2023-08-28,35,RS,Sul,HBO,34.9,16787,100,7,106,-13,135304.0
2023-08-28,35,RS,Sul,Telecine,29.9,13433,75,5,77,-7,92759.05
2023-08-28,35,RS,Sul,Premiere,24.9,10079,59,7,53,-1,57960.07
2023-08-28,35,BA,Nordeste,Familia,49.9,34556,209,20,193,-4,398231.96
2023-08-28,35,BA,Nordeste,HBO,34.9,21587,129,9,133,-13,173992.22
2023-08-28,35,BA,Nordeste,Telecine,29.9,17274,109,7,108,-6,119282.36
2023-08-28,35,BA,Nordeste,Premiere,24.9,12952,79,10,77,-8,74481.48
2023-08-28,35,CE,Nordeste,Familia,49.9,21604,128,12,112,4,248969.88
2023-08-28,35,CE,Nordeste,HBO,34.9,13492,74,5,77,-8,108746.14
2023-08-28,35,CE,Nordeste,Telecine,29.9,10791,58,3,64,-9,74515.22
2023-08-28,35,CE,Nordeste,Premiere,24.9,8100,47,5,42,0,46579.68
2023-08-28,35,PE,Nordeste,Familia,49.9,23042,139,14,123,2,265541.76
2023-08-28,35,PE,Nordeste,HBO,34.9,14407,92,7,78,7,116121.09
2023-08-28,35,PE,Nordeste,Telecine,29.9,11507,58,3,68,-13,79459.42
2023-08-28,35,PE,Nordeste,Premiere,24.9,8642,58,8,48,2,49696.49
2023-08-28,35,MA,Nordeste,Familia,49.9,16306,97,10,101,-14,187914.41
2023-08-28,35,MA,Nordeste,HBO,34.9,10200,64,4,60,0,82212.47
2023-08-28,35,MA,Nordeste,Telecine,29.9,8164,50,3,43,4,56374.97
2023-08-28,35,MA,Nordeste,Premiere,24.9,6122,41,5,34,2,35205.03
2023-08-28,35,PB,Nordeste,Familia,49.9,9591,53,5,57,-9,110529.08
2023-08-28,35,PB,Nordeste,HBO,34.9,6000,36,2,34,0,48360.28
2023-08-28,35,PB,Nordeste,Telecine,29.9,4802,30,2,26,2,33159.31
2023-08-28,35,PB,Nordeste,Premiere,24.9,3600,23,3,20,0,20702.08
2023-08-28,35,RN,Nordeste,Familia,49.9,8639,51,6,46,-1,99557.99
2023-08-28,35,RN,Nordeste,HBO,34.9,5398,33,2,33,-2,43508.13
2023-08-28,35,RN,Nordeste,Telecine,29.9,4315,22,1,26,-5,29796.42
2023-08-28,35,RN,Nordeste,Premiere,24.9,3242,21,2,17,2,18643.37
2023-08-28,35,AL,Nordeste,Familia,49.9,7678,47,5,44,-2,88483.19
2023-08-28,35,AL,Nordeste,HBO,34.9,4796,25,1,28,-4,38655.98
2023-08-28,35,AL,Nordeste,Telecine,29.9,3843,25,1,21,3,26537.11
2023-08-28,35,AL,Nordeste,Premiere,24.9,2880,18,2,16,0,16561.66
2023-08-28,35,SE,Nordeste,Familia,49.9,5277,26,2,27,-3,60813.46
2023-08-28,35,SE,Nordeste,HBO,34.9,3295,16,1,20,-5,26557.85
2023-08-28,35,SE,Nordeste,Telecine,29.9,2641,15,0,14,1,18236.93
2023-08-28,35,SE,Nordeste,Premiere,24.9,1980,13,1,12,0,11386.14
2023-08-28,35,PI,Nordeste,Familia,49.9,7671,43,4,48,-9,88402.52
2023-08-28,35,PI,Nordeste,HBO,34.9,4800,29,2,27,0,38688.22
2023-08-28,35,PI,Nordeste,Telecine,29.9,3840,23,1,22,0,26516.4
2023-08-28,35,PI,Nordeste,Premiere,24.9,2880,19,2,17,0,16561.66
2023-08-28,35,GO,Centro-Oeste,Familia,49.9,15819,77,9,89,-21,182302.1
2023-08-28,35,GO,Centro-Oeste,HBO,34.9,9896,55,4,55,-4,79762.22
2023-08-28,35,GO,Centro-Oeste,Telecine,29.9,7920,46,2,44,0,54690.07
2023-08-28,35,GO,Centro-Oeste,Premiere,24.9,5940,36,5,31,0,34158.43
2023-08-28,35,MT,Centro-Oeste,Familia,49.9,8153,47,5,49,-7,93957.21
2023-08-28,35,MT,Centro-Oeste,HBO,34.9,5094,26,2,30,-6,41057.88
2023-08-28,35,MT,Centro-Oeste,Telecine,29.9,4076,20,1,23,-4,28146.05
2023-08-28,35,MT,Centro-Oeste,Premiere,24.9,3061,20,2,17,1,17602.52
2023-08-28,35,MS,Centro-Oeste,Familia,49.9,6235,35,3,37,-5,71853.7
2023-08-28,35,MS,Centro-Oeste,HBO,34.9,3899,20,1,20,-1,31426.12
2023-08-28,35,MS,Centro-Oeste,Telecine,29.9,3121,19,1,17,1,21551.48
2023-08-28,35,MS,Centro-Oeste,Premiere,24.9,2340,15,1,14,0,13456.35
2023-08-28,35,DF,Centro-Oeste,Familia,49.9,6716,39,4,39,-4,77396.86
2023-08-28,35,DF,Centro-Oeste,HBO,34.9,4197,23,2,24,-3,33828.01
2023-08-28,35,DF,Centro-Oeste,Telecine,29.9,3357,17,1,19,-3,23181.13
2023-08-28,35,DF,Centro-Oeste,Premiere,24.9,2519,16,2,15,-1,14485.7
2023-08-28,35,AM,Norte,Familia,49.9,9594,56,5,57,-6,110563.65
2023-08-28,35,AM,Norte,HBO,34.9,6003,38,2,33,3,48384.46
2023-08-28,35,AM,Norte,Telecine,29.9,4801,29,2,26,1,33152.4
2023-08-28,35,AM,Norte,Premiere,24.9,3597,21,2,22,-3,20684.83
2023-08-28,35,PA,Norte,Familia,49.9,20133,112,12,127,-27,232017.71
2023-08-28,35,PA,Norte,HBO,34.9,12592,73,5,76,-8,101492.1
2023-08-28,35,PA,Norte,Telecine,29.9,10076,52,3,53,-4,69577.92
2023-08-28,35,PA,Norte,Premiere,24.9,7556,50,7,47,-4,43451.36
2023-08-28,35,RO,Norte,Familia,49.9,3840,22,2,20,0,44253.12
2023-08-28,35,RO,Norte,HBO,34.9,2400,13,1,12,0,19344.11
2023-08-28,35,RO,Norte,Telecine,29.9,1919,9,0,10,-1,13251.29
2023-08-28,35,RO,Norte,Premiere,24.9,1441,10,1,8,1,8286.58
2023-08-28,35,AC,Norte,Familia,49.9,1918,9,0,11,-2,22103.51
2023-08-28,35,AC,Norte,HBO,34.9,1201,7,0,6,1,9680.12
2023-08-28,35,AC,Norte,Telecine,29.9,960,5,0,5,0,6629.1
2023-08-28,35,AC,Norte,Premiere,24.9,720,4,0,4,0,4140.42
2023-08-28,35,RR,Norte,Familia,49.9,1440,8,0,8,0,16594.92
2023-08-28,35,RR,Norte,HBO,34.9,900,4,0,4,0,7254.04
2023-08-28,35,RR,Norte,Telecine,29.9,720,4,0,4,0,4971.82
2023-08-28,35,RR,Norte,Premiere,24.9,540,3,0,3,0,3105.31
2023-08-28,35,AP,Norte,Familia,49.9,1919,10,1,10,-1,22115.03
2023-08-28,35,AP,Norte,HBO,34.9,1199,6,0,7,-1,9664.0
2023-08-28,35,AP,Norte,Telecine,29.9,960,5,0,5,0,6629.1
2023-08-28,35,AP,Norte,Premiere,24.9,720,4,0,4,0,4140.42
2023-08-28,35,TO,Norte,Familia,49.9,3357,16,1,18,-3,38686.91
2023-08-28,35,TO,Norte,HBO,34.9,2099,11,1,11,-1,16918.04
2023-08-28,35,TO,Norte,Telecine,29.9,1680,10,0,10,0,11600.92
2023-08-28,35,TO,Norte,Premiere,24.9,1260,8,1,7,0,7245.73
2023-09-04,36,SP,Sudeste,Familia,49.9,104562,554,61,571,-78,1204998.57
2023-09-04,36,SP,Sudeste,HBO,34.9,65378,390,33,379,-22,526949.7
2023-09-04,36,SP,Sudeste,Telecine,29.9,52289,266,21,276,-31,361071.85
2023-09-04,36,SP,Sudeste,Premiere,24.9,39248,251,30,213,8,225698.66
2023-09-04,36,RJ,Sudeste,Familia,49.9,39331,243,24,248,-29,453260.25
2023-09-04,36,RJ,Sudeste,HBO,34.9,24606,146,10,130,6,198325.5
2023-09-04,36,RJ,Sudeste,Telecine,29.9,19678,116,8,110,-2,135882.73
2023-09-04,36,RJ,Sudeste,Premiere,24.9,14754,92,14,84,-6,84844.02
2023-09-04,36,MG,Sudeste,Familia,49.9,48909,282,32,301,-51,563639.52
2023-09-04,36,MG,Sudeste,HBO,34.9,30569,161,12,179,-30,246387.55
2023-09-04,36,MG,Sudeste,Telecine,29.9,24491,151,12,128,11,169117.99
2023-09-04,36,MG,Sudeste,Premiere,24.9,18346,111,17,107,-13,105500.09
2023-09-04,36,ES,Sudeste,Familia,49.9,9111,44,4,49,-9,104997.44
2023-09-04,36,ES,Sudeste,HBO,34.9,5697,32,2,33,-3,45918.08
2023-09-04,36,ES,Sudeste,Telecine,29.9,4562,26,1,23,2,31502.03
2023-09-04,36,ES,Sudeste,Premiere,24.9,3419,23,3,21,-1,19661.22
2023-09-04,36,PR,Sul,Familia,49.9,26842,142,17,163,-38,309333.9
2023-09-04,36,PR,Sul,HBO,34.9,16796,106,7,103,-4,135376.54
2023-09-04,36,PR,Sul,Telecine,29.9,13432,73,4,77,-8,92752.15
2023-09-04,36,PR,Sul,Premiere,24.9,10082,65,8,55,2,57977.32
2023-09-04,36,SC,Sul,Familia,49.9,17266,104,13,105,-14,198977.69
2023-09-04,36,SC,Sul,HBO,34.9,10796,59,4,59,-4,87016.26
2023-09-04,36,SC,Sul,Telecine,29.9,8635,48,3,50,-5,59627.37
2023-09-04,36,SC,Sul,Premiere,24.9,6478,42,6,38,-2,37252.24
2023-09-04,36,RS,Sul,Familia,49.9,26857,143,16,150,-23,309506.77
2023-09-04,36,RS,Sul,HBO,34.9,16788,88,6,94,-12,135312.06
2023-09-04,36,RS,Sul,Telecine,29.9,13427,75,5,83,-13,92717.62
2023-09-04,36,RS,Sul,Premiere,24.9,10085,66,8,53,5,57994.57
