date,week,state,region,channel,treated,geolift_period,spend_brl,impressions,conv_shapley,conv_true_incremental,cac_shapley_brl,cac_true_brl
2023-03-13,11,RS,Sul,meta,1,0,47827.49,3985624,0,0,,
2023-03-13,11,BA,Nordeste,meta,0,0,61492.49,5124373,0,0,,
2023-03-13,11,CE,Nordeste,meta,1,0,38432.8,3202733,0,0,,
2023-03-13,11,PE,Nordeste,meta,0,0,40994.99,3416249,0,0,,
2023-03-13,11,MA,Nordeste,meta,0,0,29038.12,2419843,0,0,,
2023-03-13,11,PB,Nordeste,meta,0,0,17081.25,1423437,0,0,,
2023-03-13,11,RN,Nordeste,meta,0,0,15373.12,1281093,0,0,,
2023-03-13,11,AL,Nordeste,meta,0,0,13665.0,1138749,0,0,,
2023-03-13,11,SE,Nordeste,meta,0,0,9394.69,782890,1,0,9394.69,
2023-03-13,11,PI,Nordeste,meta,0,0,13665.0,1138749,0,0,,
2023-03-13,11,GO,Centro-Oeste,meta,0,0,28184.06,2348671,0,0,,
2023-03-13,11,MT,Centro-Oeste,meta,0,0,14519.06,1209921,0,0,,
2023-03-13,11,MS,Centro-Oeste,meta,0,0,11102.81,925234,0,0,,
2023-03-13,11,DF,Centro-Oeste,meta,0,0,11956.87,996406,0,0,,
2023-03-13,11,AM,Norte,meta,0,0,17081.25,1423437,0,0,,
2023-03-13,11,PA,Norte,meta,0,0,35870.62,2989218,0,0,,
2023-03-13,11,RO,Norte,meta,0,0,6832.5,569374,0,0,,
2023-03-13,11,AC,Norte,meta,0,0,3416.25,284687,0,0,,
2023-03-13,11,RR,Norte,meta,0,0,2562.19,213515,0,0,,
2023-03-13,11,AP,Norte,meta,0,0,3416.25,284687,0,0,,
2023-03-13,11,TO,Norte,meta,0,0,5978.44,498203,1,0,5978.44,
2023-03-13,11,SP,Sudeste,search,1,0,132989.71,16623713,0,0,,
2023-03-13,11,RJ,Sudeste,search,1,0,50023.65,6252956,0,0,,
2023-03-13,11,MG,Sudeste,search,0,0,62224.54,7778067,0,0,,
2023-03-13,11,ES,Sudeste,search,0,0,11590.85,1448855,0,0,,
2023-03-13,11,PR,Sul,search,1,0,34162.49,4270311,0,0,,
2023-03-13,11,SC,Sul,search,0,0,21961.6,2745200,0,0,,
2023-03-13,11,RS,Sul,search,1,0,34162.49,4270311,0,0,,
2023-03-13,11,BA,Nordeste,search,0,0,43923.21,5490400,0,0,,
2023-03-13,11,CE,Nordeste,search,1,0,27452.0,3431500,0,0,,
2023-03-13,11,PE,Nordeste,search,0,0,29282.14,3660267,0,0,,
2023-03-13,11,MA,Nordeste,search,0,0,20741.51,2592689,0,0,,
2023-03-13,11,PB,Nordeste,search,0,0,12200.89,1525111,0,0,,
2023-03-13,11,RN,Nordeste,search,0,0,10980.8,1372600,0,0,,
2023-03-13,11,AL,Nordeste,search,0,0,9760.71,1220089,0,0,,
2023-03-13,11,SE,Nordeste,search,0,0,6710.49,838811,0,0,,
2023-03-13,11,PI,Nordeste,search,0,0,9760.71,1220089,0,0,,
2023-03-13,11,GO,Centro-Oeste,search,0,0,20131.47,2516433,0,0,,
2023-03-13,11,MT,Centro-Oeste,search,0,0,10370.76,1296344,0,0,,
2023-03-13,11,MS,Centro-Oeste,search,0,0,7930.58,991322,0,0,,
2023-03-13,11,DF,Centro-Oeste,search,0,0,8540.62,1067577,0,0,,
2023-03-13,11,AM,Norte,search,0,0,12200.89,1525111,0,0,,
2023-03-13,11,PA,Norte,search,0,0,25621.87,3202733,0,0,,
2023-03-13,11,RO,Norte,search,0,0,4880.36,610044,0,0,,
2023-03-13,11,AC,Norte,search,0,0,2440.18,305022,0,0,,
2023-03-13,11,RR,Norte,search,0,0,1830.13,228766,1,0,1830.13,
2023-03-13,11,AP,Norte,search,0,0,2440.18,305022,0,0,,
2023-03-13,11,TO,Norte,search,0,0,4270.31,533788,0,0,,
2023-03-20,12,SP,Sudeste,youtube,1,0,224231.74,12457318,0,0,,
2023-03-20,12,RJ,Sudeste,youtube,1,0,84344.05,4685780,0,0,,
2023-03-20,12,MG,Sudeste,youtube,0,0,104915.77,5828653,0,0,,
2023-03-20,12,ES,Sudeste,youtube,0,0,19543.13,1085729,0,0,,
2023-03-20,12,PR,Sul,youtube,1,0,57600.81,3200045,0,0,,
2023-03-20,12,SC,Sul,youtube,0,0,37029.09,2057171,0,0,,
2023-03-20,12,RS,Sul,youtube,1,0,57600.81,3200045,0,0,,
2023-03-20,12,BA,Nordeste,youtube,0,0,74058.19,4114343,1,0,74058.19,
2023-03-20,12,CE,Nordeste,youtube,1,0,46286.37,2571464,0,0,,
2023-03-20,12,PE,Nordeste,youtube,0,0,49372.13,2742895,0,0,,
2023-03-20,12,MA,Nordeste,youtube,0,0,34971.92,1942884,0,0,,
2023-03-20,12,PB,Nordeste,youtube,0,0,20571.72,1142873,0,0,,
2023-03-20,12,RN,Nordeste,youtube,0,0,18514.55,1028585,0,0,,
2023-03-20,12,AL,Nordeste,youtube,0,0,16457.38,914298,0,0,,
2023-03-20,12,SE,Nordeste,youtube,0,0,11314.45,628580,0,0,,
2023-03-20,12,PI,Nordeste,youtube,0,0,16457.38,914298,0,0,,
2023-03-20,12,GO,Centro-Oeste,youtube,0,0,33943.34,1885740,0,0,,
2023-03-20,12,MT,Centro-Oeste,youtube,0,0,17485.96,971442,0,0,,
2023-03-20,12,MS,Centro-Oeste,youtube,0,0,13371.62,742867,0,0,,
2023-03-20,12,DF,Centro-Oeste,youtube,0,0,14400.2,800011,0,0,,
2023-03-20,12,AM,Norte,youtube,0,0,20571.72,1142873,0,0,,
2023-03-20,12,PA,Norte,youtube,0,0,43200.61,2400033,0,0,,
2023-03-20,12,RO,Norte,youtube,0,0,8228.69,457149,1,0,8228.69,
2023-03-20,12,AC,Norte,youtube,0,0,4114.34,228574,0,0,,
2023-03-20,12,RR,Norte,youtube,0,0,3085.76,171430,0,0,,
2023-03-20,12,AP,Norte,youtube,0,0,4114.34,228574,0,0,,
2023-03-20,12,TO,Norte,youtube,0,0,7200.1,400005,0,0,,
2023-03-20,12,SP,Sudeste,meta,1,0,196202.77,16350230,1,0,196202.77,
2023-03-20,12,RJ,Sudeste,meta,1,0,73801.04,6150086,0,0,,
2023-03-20,12,MG,Sudeste,meta,0,0,91801.3,7650108,0,0,,
2023-03-20,12,ES,Sudeste,meta,0,0,17100.24,1425020,0,0,,
2023-03-20,12,PR,Sul,meta,1,0,50400.71,4200059,0,0,,
2023-03-20,12,SC,Sul,meta,0,0,32400.46,2700038,0,0,,
2023-03-20,12,RS,Sul,meta,1,0,50400.71,4200059,0,0,,
2023-03-20,12,BA,Nordeste,meta,0,0,64800.92,5400076,0,0,,
2023-03-20,12,CE,Nordeste,meta,1,0,40500.57,3375047,0,0,,
2023-03-20,12,PE,Nordeste,meta,0,0,43200.61,3600050,0,0,,
2023-03-20,12,MA,Nordeste,meta,0,0,30600.43,2550036,0,0,,
2023-03-20,12,PB,Nordeste,meta,0,0,18000.25,1500021,0,0,,
2023-03-20,12,RN,Nordeste,meta,0,0,16200.23,1350019,0,0,,
2023-03-20,12,AL,Nordeste,meta,0,0,14400.2,1200016,0,0,,
2023-03-20,12,SE,Nordeste,meta,0,0,9900.14,825011,0,0,,
2023-03-20,12,PI,Nordeste,meta,0,0,14400.2,1200016,0,0,,
2023-03-20,12,GO,Centro-Oeste,meta,0,0,29700.42,2475034,0,0,,
2023-03-20,12,MT,Centro-Oeste,meta,0,0,15300.22,1275018,0,0,,
2023-03-20,12,MS,Centro-Oeste,meta,0,0,11700.17,975013,0,0,,
2023-03-20,12,DF,Centro-Oeste,meta,0,0,12600.18,1050014,0,0,,
2023-03-20,12,AM,Norte,meta,0,0,18000.25,1500021,0,0,,
2023-03-20,12,PA,Norte,meta,0,0,37800.53,3150044,0,0,,
2023-03-20,12,RO,Norte,meta,0,0,7200.1,600008,0,0,,
2023-03-20,12,AC,Norte,meta,0,0,3600.05,300004,0,0,,
2023-03-20,12,RR,Norte,meta,0,0,2700.04,225003,0,0,,
2023-03-20,12,AP,Norte,meta,0,0,3600.05,300004,0,0,,
2023-03-20,12,TO,Norte,meta,0,0,6300.09,525007,0,0,,
2023-03-20,12,SP,Sudeste,search,1,0,140144.84,17518104,0,0,,
2023-03-20,12,RJ,Sudeste,search,1,0,52715.03,6589378,0,0,,
2023-03-20,12,MG,Sudeste,search,0,0,65572.35,8196544,0,0,,
2023-03-20,12,ES,Sudeste,search,0,0,12214.46,1526807,0,0,,
2023-03-20,12,PR,Sul,search,1,0,36000.51,4500063,0,0,,
2023-03-20,12,SC,Sul,search,0,0,23143.18,2892897,0,0,,
2023-03-20,12,RS,Sul,search,1,0,36000.51,4500063,0,0,,
2023-03-20,12,BA,Nordeste,search,0,0,46286.37,5785795,0,0,,
2023-03-20,12,CE,Nordeste,search,1,0,28928.98,3616122,0,0,,
2023-03-20,12,PE,Nordeste,search,0,0,30857.58,3857197,1,0,30857.58,
2023-03-20,12,MA,Nordeste,search,0,0,21857.45,2732181,0,0,,
2023-03-20,12,PB,Nordeste,search,0,0,12857.32,1607165,0,0,,
2023-03-20,12,RN,Nordeste,search,0,0,11571.59,1446448,0,0,,
2023-03-20,12,AL,Nordeste,search,0,0,10285.86,1285732,0,0,,
2023-03-20,12,SE,Nordeste,search,0,0,7071.53,883941,0,0,,
2023-03-20,12,PI,Nordeste,search,0,0,10285.86,1285732,0,0,,
2023-03-20,12,GO,Centro-Oeste,search,0,0,21214.59,2651823,0,0,,
2023-03-20,12,MT,Centro-Oeste,search,0,0,10928.73,1366090,0,0,,
2023-03-20,12,MS,Centro-Oeste,search,0,0,8357.26,1044657,0,0,,
2023-03-20,12,DF,Centro-Oeste,search,0,0,9000.13,1125015,0,0,,
2023-03-20,12,AM,Norte,search,0,0,12857.32,1607165,0,0,,
2023-03-20,12,PA,Norte,search,0,0,27000.38,3375047,0,0,,
2023-03-20,12,RO,Norte,search,0,0,5142.93,642866,0,0,,
2023-03-20,12,AC,Norte,search,0,0,2571.46,321433,0,0,,
2023-03-20,12,RR,Norte,search,0,0,1928.6,241074,0,0,,
2023-03-20,12,AP,Norte,search,0,0,2571.46,321433,0,0,,
2023-03-20,12,TO,Norte,search,0,0,4500.06,562507,0,0,,
2023-03-27,13,SP,Sudeste,youtube,1,0,189077.98,10504332,0,0,,
2023-03-27,13,RJ,Sudeste,youtube,1,0,71121.08,3951170,0,0,,
2023-03-27,13,MG,Sudeste,youtube,0,0,88467.68,4914871,0,0,,
2023-03-27,13,ES,Sudeste,youtube,0,0,16479.27,915515,0,0,,
2023-03-27,13,PR,Sul,youtube,1,0,48570.49,2698360,0,0,,
2023-03-27,13,SC,Sul,youtube,0,0,31223.89,1734660,1,0,31223.89,
2023-03-27,13,RS,Sul,youtube,1,0,48570.49,2698360,0,0,,
2023-03-27,13,BA,Nordeste,youtube,0,0,62447.77,3469320,0,0,,
2023-03-27,13,CE,Nordeste,youtube,1,0,39029.86,2168325,0,0,,
2023-03-27,13,PE,Nordeste,youtube,0,0,41631.85,2312880,0,0,,
2023-03-27,13,MA,Nordeste,youtube,0,0,29489.23,1638290,0,0,,
2023-03-27,13,PB,Nordeste,youtube,0,0,17346.6,963700,0,0,,
2023-03-27,13,RN,Nordeste,youtube,0,0,15611.94,867330,0,0,,
2023-03-27,13,AL,Nordeste,youtube,0,0,13877.28,770960,0,0,,
2023-03-27,13,SE,Nordeste,youtube,0,0,9540.63,530035,0,0,,
2023-03-27,13,PI,Nordeste,youtube,0,0,13877.28,770960,0,0,,
2023-03-27,13,GO,Centro-Oeste,youtube,0,0,28621.9,1590105,0,0,,
2023-03-27,13,MT,Centro-Oeste,youtube,0,0,14744.61,819145,0,0,,
2023-03-27,13,MS,Centro-Oeste,youtube,0,0,11275.29,626405,0,0,,
2023-03-27,13,DF,Centro-Oeste,youtube,0,0,12142.62,674590,0,0,,
2023-03-27,13,AM,Norte,youtube,0,0,17346.6,963700,1,0,17346.6,
2023-03-27,13,PA,Norte,youtube,0,0,36427.87,2023770,0,0,,
2023-03-27,13,RO,Norte,youtube,0,0,6938.64,385480,0,0,,
2023-03-27,13,AC,Norte,youtube,0,0,3469.32,192740,0,0,,
2023-03-27,13,RR,Norte,youtube,0,0,2601.99,144555,0,0,,
2023-03-27,13,AP,Norte,youtube,0,0,3469.32,192740,0,0,,
2023-03-27,13,TO,Norte,youtube,0,0,6071.31,337295,0,0,,
2023-03-27,13,SP,Sudeste,meta,1,0,165443.24,13786936,0,0,,
2023-03-27,13,RJ,Sudeste,meta,1,0,62230.94,5185911,0,0,,
2023-03-27,13,MG,Sudeste,meta,0,0,77409.22,6450768,0,0,,
2023-03-27,13,ES,Sudeste,meta,0,0,14419.36,1201613,0,0,,
2023-03-27,13,PR,Sul,meta,1,0,42499.18,3541598,0,0,,
2023-03-27,13,SC,Sul,meta,0,0,27320.9,2276741,0,0,,
2023-03-27,13,RS,Sul,meta,1,0,42499.18,3541598,0,0,,
2023-03-27,13,BA,Nordeste,meta,0,0,54641.8,4553483,0,0,,
2023-03-27,13,CE,Nordeste,meta,1,0,34151.13,2845927,0,0,,
2023-03-27,13,PE,Nordeste,meta,0,0,36427.87,3035655,0,0,,
2023-03-27,13,MA,Nordeste,meta,0,0,25803.07,2150256,0,0,,
2023-03-27,13,PB,Nordeste,meta,0,0,15178.28,1264856,0,0,,
2023-03-27,13,RN,Nordeste,meta,0,0,13660.45,1138370,0,0,,
2023-03-27,13,AL,Nordeste,meta,0,0,12142.62,1011885,0,0,,
2023-03-27,13,SE,Nordeste,meta,0,0,8348.05,695671,0,0,,
2023-03-27,13,PI,Nordeste,meta,0,0,12142.62,1011885,0,0,,
2023-03-27,13,GO,Centro-Oeste,meta,0,0,25044.16,2087013,0,0,,
2023-03-27,13,MT,Centro-Oeste,meta,0,0,12901.54,1075128,0,0,,
2023-03-27,13,MS,Centro-Oeste,meta,0,0,9865.88,822156,0,0,,
2023-03-27,13,DF,Centro-Oeste,meta,0,0,10624.79,885399,0,0,,
2023-03-27,13,AM,Norte,meta,0,0,15178.28,1264856,0,0,,
2023-03-27,13,PA,Norte,meta,0,0,31874.38,2656198,0,0,,
2023-03-27,13,RO,Norte,meta,0,0,6071.31,505942,0,0,,
2023-03-27,13,AC,Norte,meta,0,0,3035.66,252971,0,0,,
2023-03-27,13,RR,Norte,meta,0,0,2276.74,189728,0,0,,
2023-03-27,13,AP,Norte,meta,0,0,3035.66,252971,0,0,,
2023-03-27,13,TO,Norte,meta,0,0,5312.4,442699,0,0,,
2023-03-27,13,SP,Sudeste,search,1,0,118173.74,14771717,0,0,,
2023-03-27,13,RJ,Sudeste,search,1,0,44450.67,5556334,0,0,,
2023-03-27,13,MG,Sudeste,search,0,0,55292.3,6911537,0,0,,
2023-03-27,13,ES,Sudeste,search,0,0,10299.55,1287443,0,0,,
2023-03-27,13,PR,Sul,search,1,0,30356.56,3794569,0,0,,
2023-03-27,13,SC,Sul,search,0,0,19514.93,2439366,0,0,,
2023-03-27,13,RS,Sul,search,1,0,30356.56,3794569,0,0,,
2023-03-27,13,BA,Nordeste,search,0,0,39029.86,4878732,0,0,,
2023-03-27,13,CE,Nordeste,search,1,0,24393.66,3049207,0,0,,
2023-03-27,13,PE,Nordeste,search,0,0,26019.91,3252488,0,0,,
2023-03-27,13,MA,Nordeste,search,0,0,18430.77,2303845,0,0,,
2023-03-27,13,PB,Nordeste,search,0,0,10841.63,1355203,0,0,,
2023-03-27,13,RN,Nordeste,search,0,0,9757.46,1219683,0,0,,
2023-03-27,13,AL,Nordeste,search,0,0,8673.3,1084162,0,0,,
2023-03-27,13,SE,Nordeste,search,0,0,5962.9,745361,0,0,,
2023-03-27,13,PI,Nordeste,search,0,0,8673.3,1084162,0,0,,
2023-03-27,13,GO,Centro-Oeste,search,0,0,17888.69,2236085,0,0,,
2023-03-27,13,MT,Centro-Oeste,search,0,0,9215.38,1151922,0,0,,
2023-03-27,13,MS,Centro-Oeste,search,0,0,7047.06,880882,0,0,,
2023-03-27,13,DF,Centro-Oeste,search,0,0,7589.14,948642,0,0,,
2023-03-27,13,AM,Norte,search,0,0,10841.63,1355203,0,0,,
2023-03-27,13,PA,Norte,search,0,0,22767.42,2845927,1,0,22767.42,
2023-03-27,13,RO,Norte,search,0,0,4336.65,542081,0,0,,
2023-03-27,13,AC,Norte,search,0,0,2168.33,271040,0,0,,
2023-03-27,13,RR,Norte,search,0,0,1626.24,203280,0,0,,
2023-03-27,13,AP,Norte,search,0,0,2168.33,271040,0,0,,
2023-03-27,13,TO,Norte,search,0,0,3794.57,474321,0,0,,
2023-04-03,14,SP,Sudeste,youtube,1,0,169633.62,9424089,0,0,,
2023-04-03,14,RJ,Sudeste,youtube,1,0,63807.14,3544841,1,0,63807.14,
2023-04-03,14,MG,Sudeste,youtube,0,0,79369.86,4409436,0,0,,
2023-04-03,14,ES,Sudeste,youtube,0,0,14784.58,821365,0,0,,
2023-04-03,14,PR,Sul,youtube,1,0,43575.61,2420867,0,0,,
2023-04-03,14,SC,Sul,youtube,0,0,28012.89,1556271,0,0,,
2023-04-03,14,RS,Sul,youtube,1,0,43575.61,2420867,0,0,,
2023-04-03,14,BA,Nordeste,youtube,0,0,56025.78,3112543,0,0,,
2023-04-03,14,CE,Nordeste,youtube,1,0,35016.11,1945339,0,0,,
2023-04-03,14,PE,Nordeste,youtube,0,0,37350.52,2075028,0,0,,
2023-04-03,14,MA,Nordeste,youtube,0,0,26456.62,1469812,0,0,,
2023-04-03,14,PB,Nordeste,youtube,0,0,15562.72,864595,0,0,,
2023-04-03,14,RN,Nordeste,youtube,0,0,14006.45,778135,0,0,,
2023-04-03,14,AL,Nordeste,youtube,0,0,12450.17,691676,0,0,,
2023-04-03,14,SE,Nordeste,youtube,0,0,8559.49,475527,0,0,,
2023-04-03,14,PI,Nordeste,youtube,0,0,12450.17,691676,0,0,,
2023-04-03,14,GO,Centro-Oeste,youtube,0,0,25678.48,1426582,0,0,,
2023-04-03,14,MT,Centro-Oeste,youtube,0,0,13228.31,734906,0,0,,
2023-04-03,14,MS,Centro-Oeste,youtube,0,0,10115.77,561987,1,0,10115.77,
2023-04-03,14,DF,Centro-Oeste,youtube,0,0,10893.9,605216,0,0,,
2023-04-03,14,AM,Norte,youtube,0,0,15562.72,864595,0,0,,
2023-04-03,14,PA,Norte,youtube,0,0,32681.71,1815650,0,0,,
2023-04-03,14,RO,Norte,youtube,0,0,6225.09,345838,0,0,,
2023-04-03,14,AC,Norte,youtube,0,0,3112.54,172919,0,0,,
2023-04-03,14,RR,Norte,youtube,0,0,2334.41,129689,0,0,,
2023-04-03,14,AP,Norte,youtube,0,0,3112.54,172919,0,0,,
2023-04-03,14,TO,Norte,youtube,0,0,5446.95,302608,0,0,,
2023-04-03,14,SP,Sudeste,meta,1,0,148429.42,12369117,0,0,,
2023-04-03,14,RJ,Sudeste,meta,1,0,55831.25,4652603,0,0,,
2023-04-03,14,MG,Sudeste,meta,0,0,69448.63,5787385,0,0,,
2023-04-03,14,ES,Sudeste,meta,0,0,12936.51,1078042,0,0,,
2023-04-03,14,PR,Sul,meta,1,0,38128.66,3177388,0,0,,
2023-04-03,14,SC,Sul,meta,0,0,24511.28,2042606,0,0,,
2023-04-03,14,RS,Sul,meta,1,0,38128.66,3177388,0,0,,
2023-04-03,14,BA,Nordeste,meta,0,0,49022.56,4085213,0,0,,
2023-04-03,14,CE,Nordeste,meta,1,0,30639.1,2553258,0,0,,
2023-04-03,14,PE,Nordeste,meta,0,0,32681.71,2723475,0,0,,
2023-04-03,14,MA,Nordeste,meta,0,0,23149.54,1929128,0,0,,
2023-04-03,14,PB,Nordeste,meta,0,0,13617.38,1134781,0,0,,
2023-04-03,14,RN,Nordeste,meta,0,0,12255.64,1021303,0,0,,
2023-04-03,14,AL,Nordeste,meta,0,0,10893.9,907825,0,0,,
2023-04-03,14,SE,Nordeste,meta,0,0,7489.56,624129,0,0,,
2023-04-03,14,PI,Nordeste,meta,0,0,10893.9,907825,0,0,,
2023-04-03,14,GO,Centro-Oeste,meta,0,0,22468.67,1872389,0,0,,
2023-04-03,14,MT,Centro-Oeste,meta,0,0,11574.77,964564,0,0,,
2023-04-03,14,MS,Centro-Oeste,meta,0,0,8851.3,737607,0,0,,
2023-04-03,14,DF,Centro-Oeste,meta,0,0,9532.16,794347,1,0,9532.16,
2023-04-03,14,AM,Norte,meta,0,0,13617.38,1134781,0,0,,
2023-04-03,14,PA,Norte,meta,0,0,28596.49,2383041,0,0,,
2023-04-03,14,RO,Norte,meta,0,0,5446.95,453912,0,0,,
2023-04-03,14,AC,Norte,meta,0,0,2723.48,226956,0,0,,
2023-04-03,14,RR,Norte,meta,0,0,2042.61,170217,0,0,,
2023-04-03,14,AP,Norte,meta,0,0,2723.48,226956,0,0,,
2023-04-03,14,TO,Norte,meta,0,0,4766.08,397173,0,0,,
2023-04-03,14,SP,Sudeste,search,1,0,106021.01,13252626,0,0,,
2023-04-03,14,RJ,Sudeste,search,1,0,39879.46,4984932,0,0,,
2023-04-03,14,MG,Sudeste,search,0,0,49606.16,6200770,0,0,,
2023-04-03,14,ES,Sudeste,search,0,0,9240.36,1155045,0,0,,
2023-04-03,14,PR,Sul,search,1,0,27234.76,3404344,0,0,,
2023-04-03,14,SC,Sul,search,0,0,17508.06,2188507,0,0,,
2023-04-03,14,RS,Sul,search,1,0,27234.76,3404344,0,0,,
2023-04-03,14,BA,Nordeste,search,0,0,35016.11,4377014,0,0,,
2023-04-03,14,CE,Nordeste,search,1,0,21885.07,2735633,0,0,,
2023-04-03,14,PE,Nordeste,search,0,0,23344.08,2918009,0,0,,
2023-04-03,14,MA,Nordeste,search,0,0,16535.39,2066923,0,0,,
2023-04-03,14,PB,Nordeste,search,0,0,9726.7,1215837,0,0,,
2023-04-03,14,RN,Nordeste,search,0,0,8754.03,1094253,0,0,,
2023-04-03,14,AL,Nordeste,search,0,0,7781.36,972669,0,0,,
2023-04-03,14,SE,Nordeste,search,0,0,5349.68,668710,0,0,,
2023-04-03,14,PI,Nordeste,search,0,0,7781.36,972669,0,0,,
2023-04-03,14,GO,Centro-Oeste,search,0,0,16049.05,2006131,0,0,,
2023-04-03,14,MT,Centro-Oeste,search,0,0,8267.69,1033461,0,0,,
2023-04-03,14,MS,Centro-Oeste,search,0,0,6322.35,790294,0,0,,
2023-04-03,14,DF,Centro-Oeste,search,0,0,6808.69,851086,0,0,,
2023-04-03,14,AM,Norte,search,0,0,9726.7,1215837,0,0,,
2023-04-03,14,PA,Norte,search,0,0,20426.07,2553258,0,0,,
2023-04-03,14,RO,Norte,search,0,0,3890.68,486334,0,0,,
2023-04-03,14,AC,Norte,search,0,0,1945.34,243167,0,0,,
2023-04-03,14,RR,Norte,search,0,0,1459.0,182375,0,0,,
2023-04-03,14,AP,Norte,search,0,0,1945.34,243167,0,0,,
2023-04-03,14,TO,Norte,search,0,0,3404.34,425543,0,0,,
2023-04-10,15,SP,Sudeste,youtube,1,0,188986.21,10499233,0,0,,
2023-04-10,15,RJ,Sudeste,youtube,1,0,71086.56,3949253,0,0,,
2023-04-10,15,MG,Sudeste,youtube,0,0,88424.74,4912485,1,0,88424.74,
2023-04-10,15,ES,Sudeste,youtube,0,0,16471.28,915070,0,0,,
2023-04-10,15,PR,Sul,youtube,1,0,48546.92,2697050,0,0,,
2023-04-10,15,SC,Sul,youtube,0,0,31208.73,1733818,0,0,,
2023-04-10,15,RS,Sul,youtube,1,0,48546.92,2697050,0,0,,
2023-04-10,15,BA,Nordeste,youtube,0,0,62417.46,3467636,0,0,,
2023-04-10,15,CE,Nordeste,youtube,1,0,39010.92,2167273,0,0,,
2023-04-10,15,PE,Nordeste,youtube,0,0,41611.64,2311757,0,0,,
2023-04-10,15,MA,Nordeste,youtube,0,0,29474.91,1637495,0,0,,
2023-04-10,15,PB,Nordeste,youtube,0,0,17338.18,963232,0,0,,
2023-04-10,15,RN,Nordeste,youtube,0,0,15604.37,866909,0,0,,
2023-04-10,15,AL,Nordeste,youtube,0,0,13870.55,770585,0,0,,
2023-04-10,15,SE,Nordeste,youtube,0,0,9536.0,529777,0,0,,
2023-04-10,15,PI,Nordeste,youtube,0,0,13870.55,770585,0,0,,
2023-04-10,15,GO,Centro-Oeste,youtube,0,0,28608.0,1589333,0,0,,
2023-04-10,15,MT,Centro-Oeste,youtube,0,0,14737.46,818747,0,0,,
2023-04-10,15,MS,Centro-Oeste,youtube,0,0,11269.82,626101,0,0,,
2023-04-10,15,DF,Centro-Oeste,youtube,0,0,12136.73,674262,0,0,,
2023-04-10,15,AM,Norte,youtube,0,0,17338.18,963232,0,0,,
2023-04-10,15,PA,Norte,youtube,0,0,36410.19,2022788,0,0,,
2023-04-10,15,RO,Norte,youtube,0,0,6935.27,385292,0,0,,
2023-04-10,15,AC,Norte,youtube,0,0,3467.64,192646,0,0,,
2023-04-10,15,RR,Norte,youtube,0,0,2600.73,144484,0,0,,
2023-04-10,15,AP,Norte,youtube,0,0,3467.64,192646,0,0,,
2023-04-10,15,TO,Norte,youtube,0,0,6068.36,337131,1,0,6068.36,
2023-04-10,15,SP,Sudeste,meta,1,0,165362.93,13780244,0,0,,
2023-04-10,15,RJ,Sudeste,meta,1,0,62200.74,5183394,0,0,,
2023-04-10,15,MG,Sudeste,meta,0,0,77371.65,6447637,0,0,,
2023-04-10,15,ES,Sudeste,meta,0,0,14412.37,1201030,0,0,,
2023-04-10,15,PR,Sul,meta,1,0,42478.55,3539879,0,0,,
2023-04-10,15,SC,Sul,meta,0,0,27307.64,2275636,0,0,,
2023-04-10,15,RS,Sul,meta,1,0,42478.55,3539879,0,0,,
2023-04-10,15,BA,Nordeste,meta,0,0,54615.28,4551273,0,0,,
2023-04-10,15,CE,Nordeste,meta,1,0,34134.55,2844545,0,0,,
2023-04-10,15,PE,Nordeste,meta,0,0,36410.19,3034182,0,0,,
2023-04-10,15,MA,Nordeste,meta,0,0,25790.55,2149212,0,0,,
2023-04-10,15,PB,Nordeste,meta,0,0,15170.91,1264242,0,0,,
2023-04-10,15,RN,Nordeste,meta,0,0,13653.82,1137818,0,0,,
2023-04-10,15,AL,Nordeste,meta,0,0,12136.73,1011394,0,0,,
2023-04-10,15,SE,Nordeste,meta,0,0,8344.0,695333,0,0,,
2023-04-10,15,PI,Nordeste,meta,0,0,12136.73,1011394,0,0,,
2023-04-10,15,GO,Centro-Oeste,meta,0,0,25032.0,2086000,0,0,,
2023-04-10,15,MT,Centro-Oeste,meta,0,0,12895.27,1074606,0,0,,
2023-04-10,15,MS,Centro-Oeste,meta,0,0,9861.09,821757,0,0,,
2023-04-10,15,DF,Centro-Oeste,meta,0,0,10619.64,884969,0,0,,
2023-04-10,15,AM,Norte,meta,0,0,15170.91,1264242,0,0,,
2023-04-10,15,PA,Norte,meta,0,0,31858.91,2654909,1,0,31858.91,
2023-04-10,15,RO,Norte,meta,0,0,6068.36,505697,0,0,,
2023-04-10,15,AC,Norte,meta,0,0,3034.18,252848,0,0,,
2023-04-10,15,RR,Norte,meta,0,0,2275.64,189636,0,0,,
2023-04-10,15,AP,Norte,meta,0,0,3034.18,252848,0,0,,
2023-04-10,15,TO,Norte,meta,0,0,5309.82,442484,0,0,,
2023-04-10,15,SP,Sudeste,search,1,0,118116.38,14764547,0,0,,
2023-04-10,15,RJ,Sudeste,search,1,0,44429.1,5553637,0,0,,
2023-04-10,15,MG,Sudeste,search,0,0,55265.46,6908182,0,0,,
2023-04-10,15,ES,Sudeste,search,0,0,10294.55,1286818,0,0,,
2023-04-10,15,PR,Sul,search,1,0,30341.82,3792727,0,0,,
2023-04-10,15,SC,Sul,search,0,0,19505.46,2438182,0,0,,
2023-04-10,15,RS,Sul,search,1,0,30341.82,3792727,0,0,,
